label	document
0	승우 녀석 시청앞 광장에서도 신나게 뛰놀구요
0	바로 옆 아웃백에서 저녁 먹었는데낮잠도 못 자고 나들이 했던 게 넘 피곤했는지서너 입 먹고는 잠들어 버렸어요
0	저녁도 제대로 못 먹고
-1	쉬어야죠
-1	체력 보충해야죠
-1	그냥 패쑤
1	우리나라 전통의상이 아름답고 멋지네요
-1	기념사진 촬영하려면줄을 서서 기다려야해요
1	한국적이고 아름다운 전통을 소개해 주는 왕궁 수문장 교대 의식 한국 고유의것을 맛볼수 있는행사가많아졌으면 좋겠어요
-1	축복이가 돌치레를 치른다고 시골에도 못가고 해서
-1	건물과 인접한 부분은 돌들로 만들어져 아이들이 넘어질 가능성이 높다
-1	올해 추석은 일간의 연휴 이른 추석이다 보니 날씨도 참 더웠다
-1	주차장이라고하기에 무색할 정도로 몇자리 안됩니다
-1	요금은 분에 원
-1	세실극장은 규모가 작아요
-1	배 아프다는 아이의 말에 사색은 바로 깨지고
1	가을 정취가 아름다운 곳이었어요
-1	하지만
-1	이 되어버린후엔 들리게 되더라도 오래있기보다는 잠깐 스쳐지나가는 장소가 되어버렸기에 아쉬움이 많은 장소이기도 합니다
0	저는 언제부턴가 늘 반대로 돌던 습관이 있었기에
1	날씨가 꽤 좋아서 나들이 하기 정말 좋았다
1	항상 고궁나들이 전에 챙기는것은팜플렛인데 이거 보면서 가는게 정말 재밌다
1	가을이 되어가는 중인가 그런지푸르른데 바람이 불어 기분이 너무너무 좋았다
-1	외국인도 참 많더군
-1	운동 시작하면 시간은 통곡의 시간으로 바뀌고
1	자주 가진 못해도 가까이 있어줘서 감사하다
0	피티피플 오래간만에 모여 스튜디오 사진 찍었다
0	아직 최종사진은 못 봤지만 맨날 폰카만 쓰다가스튜디오전문가의 손길이 가해진사진은 확실히 다르더라
0	얼마나 잘 나왔을지 얼른 보고싶군
0	최종사진 나오면 다시 정리해서 올리겠음
0	대학친구 놈이랑 야구장 다녀왔다
0	감사합니다 형님 어린이대공원 나들이친구들이랑랑 숨바꼭질하고 있는 아가랑 같이 숨음
0	고향친구 무리 명 만난 날
0	재수했던 친구 경찰 공무원 준비했던 친구가 있어추억탐방 차원의 노량진 투어 그들이 자주 방문했다던 가성비 갑 어느 식당
0	메뉴가 죄다 천원 수준이라이렇게 만원도 안 나웠던 것 같은데
1	소소해서 그 마음이 더 따뜻하게 느껴진다
-1	날만 화창했으면 더 좋았으련만
-1	허걱사진이 다 액박이네요
-1	어쩔수없이 어제 올린글을 다시 포스팅해요
-1	미안하다
-1	다만 이번에는 애들이 가만있지 않아서 다 듣진 못하고
0	지난 토요일에아이들과 서울 나들이를 다녀왔답니다
-1	하룻밤정도는 자고 오면 좋았겠지만
1	길을 따라 걷다보니아이들 눈에는 재미있는 것들이 많습니다
1	덕수궁 돌담길 예쁜 꽃들이 눈에 들어오고
1	행복합니다
1	참 좋았던 추억으로 남기며
-1	현재는 보수복원중입니다
-1	하지만 현실은 아시죠밥 먹는 것만으로도 힘들어
-1	매표소에서부터미술관 입장하려는 줄이 줄줄이였던
1	딸땅막해서 어찌나 재밌던지
1	햇살에 반짝이는 나뭇잎들이 너무 아름다웠어요
-1	뭐든 욕심을 내는 것 같아요
-1	살짝 지쳐보이는 것 같기도
1	어찌나 신나고 즐거웠는지
1	역사적인 의미도 되새기고 정말 즐거운 시간이었어요
-1	날씨가 조금만 맑았음 좋았을텐데
1	역시나 가을은 그냥 사랑이다
1	날이 좋으니까 어디든 좋다
-1	이상하게 마무리
-1	여하간좀처럼 화를 내지 않는바람의 아내를 화나게 만들었으니
-1	안타깝습니다
1	좋아하는 건물 석조전
-1	막는 사람도 없어요
-1	언제나 느끼지만 조용할 날이 없죠
-1	뭔가 씁쓸한 장면이기도 하죠
-1	환경오염
1	수고하시는 근로자 여러분 감사합니다
-1	미세먼지 싫어
-1	정말 너무한건 아닌가요
-1	그래서 사진이 부족한 느낌
-1	뜬금없어 보이는 현대식 건물이다
-1	맛 없었다
1	이 날따라 하늘이 어찌나 파랗고 예쁘던지
1	하늘도 파랗고 건물도 멋지고
-1	너무 속상하다
-1	덥고 힘들다
-1	컴컴한 안이 무섭다고
1	세상이 이렇게 편해졌다
-1	아깝게도
1	그 유명한
-1	슬픈 역사가 깃든 덕수궁입니다
0	테라스에서 바라본 분수
-1	시간이 너무 촉박했던 건 아쉬웠음
1	나무까지 운치있던 석어당이에요
0	석조전 맞은 편 벤치에 앉아 친구와 도란도란 이야기
1	꽃놀이간 기분이었어
-1	비가 추적추적 왔던 어제
1	참으로 따듯했던 오후
-1	사진이 흐리게 나왔다
0	환구단으로가는 문으로 추청되는 곳이다
0	돌로 만든 북석고는 고종 황제의 즉위 주년을 기념하여 세운 조형물이다
-1	해태의 표정은 알 수 없이 오묘하다
-1	슬퍼 보이기도 하고 외로워 보이기도 한다
-1	오늘도 미세먼지가 있는 날이었다
-1	어쭙잖은 내 실력으론 모든 게 다 역부족이다
1	당신은 센스쟁이
-1	습도도 높고 후덥지근한 시청
1	청량감있어서 좋다
-1	아쉬움을 뒤로 하고
1	요런거 보면 웬지 뿌듯한 기분이
1	완전 운치 있어요
-1	경복궁은 많이 가봤는데 덕수궁은 생소하다
1	멋진 곳이 였다
-1	아니 조금 더웠다
-1	게으름
-1	때는 한창 폭염이 기승을 부리던 여름
-1	근처 시청앞 광장에서는 무슨 집회를 하는 지 엄청 씨끄럽고 어수선하네
-1	이제 해는 졌구나
1	덕수궁은 좀 서민적인 느낌이 들기도 하네
-1	아직 복원이 안된것이 꽤 있을 것 같네
-1	이곳 올적에 버스를 오래 타서 고생을 했네
-1	가족들에게 미안
-1	분위기 최고
1	엔틱하고 고급스러운
1	저 벽에 하나하나 조명들도 어찌나 예쁜지
1	파란하늘이 오늘따라 예쁘다
1	서늘한 날씨를 예상했지만 땡볕아래라 덥다
-1	여전히 날은 뜨거웠다
-1	슬프다
-1	흰 눈처럼 예쁘게 꽃들이 활짝 피어있어요
1	그냥 건물 구경만도 충분히 아름다웠다
1	미세먼지좀 걷히고 나면 궁궐 구경 가야겠다
-1	주말엔 특히 경쟁이 치열하다
-1	석조전 내부는 정말 아름답다
1	다시는 안 먹을 커피였다
-1	못 본 작품도 많았겠지만
-1	큰 어떤 작품이 참 감동적이었어요
1	사람들이 많아서 좀 그랬지만
-1	저희가 방문했던 날햇볕이 쨍 하지 않고 약간은 흐린 날이였어요
-1	흐린지만 꽤나 더웠는데
-1	정말 기대가 됩니다
1	초롱꽃도 아름답고요
1	요즘 나무들 참 이뻐요
1	해도 너무 강렬하고 짜증
-1	오늘은 아름다운 서울의 궁궐을 여행한 두번째 시간입니다
1	외국의 화려한 궁궐과비교해 보아도 전혀 손색이 없는 위엄과 아름다움
1	때 마침 매화도 아름답게 피어서 더욱더 아름다움을 배가시켜주고 있습니다
-1	매우 안타까운 모습이 아닐 수가 없습니다
-1	그리고 싱글들의 시기심이 더해진 것일 수도 있구요
-1	그리고 일제의 아픔까지 같이 느낄 수 있는 곳이라서 더욱더그러합니다
-1	하지만 우리의 모든 궁금증을 해석해 주기에는 한계가 있습니다
-1	물론 많은 사람들이 자세히 알아보려고 하지않을 수도 있습니다
-1	관심이 없다면요
-1	시청역으로 가는 지하철 안 맛집 검색으로 바쁘다
-1	오늘은 한식이 먹고 싶다 메뉴는 단조롭다
1	밑반찬이 조금 마른 것도 있었지만 대체로 다 맛있었다
1	동네 사랑방 같은 인테리어도 정감 있고 좋았다
1	항상 버스를 기다리는 집앞정류장버스를 기다리면서 올려다 본하늘은 무척 밝다
1	약간 불필요한 말이 많았던 공연 하지만 노래는 잘했다
-1	더 사고 싶었지만 거지였던 나
-1	비겁한 이들이 지웠을 뿐
-1	옹졸하고 비겁하다
-1	복원공사로 인해 볼수없어너무 아쉬웠는데
-1	슬로프의 약간의 턱과 울퉁불퉁한 길이 있는데 주의하면서 다니셔야할 것 같아요
1	완전 놀랍군요
1	누구 생각인지 참 멋지다
-1	애매하다
1	그냥 할 말 없고 예쁘다
1	덕수궁에 오면 참 마음이 편하고 가볍다
1	덕수궁에서 여기가 제일 좋다
-1	아우 아쉬워
-1	그냥 아무렇지 않게 들어오는 사람들이 너무 많았다
-1	점점 추워지는 날씨에 발이 시려워 얼른 나왔다
1	이건 예쁜게 아니라 멋진 것
1	즐거운 덕수궁 나들이 끝
-1	그러나 정작 일본낭인의 칼에 숨진 국모의 억울함과 분노는 어땠을까 결국 역사저널그날에서는 그 대목은 나오지 않는다
-1	아직도 토착왜구들은 한국에 일본이 없으면 큰일나는 줄 안다
-1	에라이
1	맛있었다
-1	배고파서 그런가
1	볼일을 다 보고 덕수궁 투어를 했네요 정말 햇살이 좋은 하루인 것 같습니다
1	여기는 주말에는 차가 다니지 않아서 정말 좋답니다
-1	덕수궁 하면 가슴아픈 역사가 생각나기도 해요
-1	그래서 그런지 마음한편으론 찡하기도
-1	나 새끼 몸뚱아리 탓이겠져
1	나름 이뿌다
-1	참고로 궁에는 음식물 반입이 안돼요
-1	어쩐 일인지 대학생때도 덕수궁은 방문하지 못했다
-1	암튼이 날 꽃신도 신었었는데 꽃신 사진을 찍지 못한 것이 조금 아쉽당
-1	앞뒤양옆에서 플래쉬가 팡팡 터져서 처음엔좀 당혹스러웠는데
-1	생각보다 다른 관광지보다는 주말인데도 사람이 없는 걸 보고 조금 아쉬운 마음도 있었어요
-1	이곳이 가장 사람이 많은듯하죠 이때부터 저는 마음이 급해졌습니다
-1	봐도봐도 적응 안되는 서울 시청
-1	아무리 봐도 내 눈엔 저 두 건물이 어우러지지가 않는다
1	그야말로 전통과 근대의 만남
1	도심의 번잡함을 잠깐 잊을 수 있는 좋은 시간을 천원이면 갖을 수 있다는게 행복
1	잊고 있었던 우리 것의 아름다움
-1	꿀벌이고 나발이고 야구화가 대체 몇 개야
1	어울릴 에정인데 이웃님들이 참여해도 편안한 시간 될 수 있을 겁니다
1	한창 만물이 소생하는 시기여서 벗꽃이 이쁘게 피고 있었거든요
1	아이들도 한번 안가봤을테니 함 가보렵니다 날씨도 선선하니 덕수궁으로 주말 나들이가기 좋을거 같아요
1	날씨는 점점 겨울에 가까운데 다 떨어지기전에 오길 잘했고 날도 굿굿
-1	하지만 이곳엔 슬픈역사가
1	등불까지 고풍스러웠다
1	내용이 흥미로웠다
-1	여기가 어디든 말든 공공장소에서 미친듯이 큰소리로 웃는여자를 보고 정말 경망스럽고 천박하다라고 느낌
1	날은 좋구 해서 나왔는데
1	입장료 싸다
-1	신발을 안가져와서 그만
-1	서울 시내 고궁의 야간 개장은 대개 분 내 매진이다
-1	던킨 한 잔 손에 들고 정관헌 앞에 서있는 기분도 오묘하다
-1	덕수궁의 오묘함
-1	아래층 관람은 가능하나 야간엔 닫는다
-1	베르사이유 같은 곳과 비교하면 정말 초라하지만
-1	물론 야간엔 열지 않는다
-1	이제 문 닫은 대한문
-1	부실 공화국
1	가을은 매번 말하지만 걷기에 좋은 계절이다
-1	휴일이라 사람들이 많았다
-1	가까운 시청은 어쩐일인지 오늘은 조용한 듯 보였다
1	난 덕수궁에서 궁으로 들어가는 이 초입길을 참 좋아한다
1	넓은 길이 너무나 깨끗하며 가는 길목에 나무들이 기분 좋게 만들어 준다
1	난 덕수궁에 가면 역사적인 사실을 들여다 보는 것도 좋지만 그냥 맑은 하늘 아래 걷는걸 좋아한다
-1	사실 서울 하늘 아래 이렇게옛 것과 지금에 모습이 절묘하게 이루어진 곳은 이제는 그리 많지 않다
-1	아까도 이야기 했지만 참 가까이 있다는게 오히려 발걸음을 더 안하게 만드는 이유가 되는거 같아서 아쉽다
1	올때마다 마음이 편안하고 차분해 지는거 같아서 난 좋다
-1	이날은 돌담길은 걷지 않았는데 낙엽이 우수수 떨어진 가을에 끝자락에 걸을려고가지 않았다
-1	그림에는 취미가 별로라서 대충대충
1	오히려 덕수궁 구석구석을 둘러보는 것이 좋았답니다
-1	사람들이 바글바글저 옆으로 줄이 길었는데 이때는 어느정도 빠진 상태
1	환상 궁합 내 발아래 궁을 두고 마시는 커피는 더 맛났다
1	사진은 여기가 젤 이뻤다
1	너무 솔직하다
-1	나 배고파서 저거 사줘
-1	애는 자야하는데 배꼽시계 챙기는 나 때문에한숨터진 남편
0	와중에 맛이 궁금해서 앞에 사람들 먹는거 구경함 다시오면 꿀자몽 저거 먹어보고프다 흐흐여기 은근 맘에 드는 메뉴가 많다
1	딸기라떼도 그렇고에이드들도 넘나 맛있을듯
1	아 좋아 후레이크까지 바나나초코랑 부들한 크레페아
1	이 가을 참 달달하구나
0	와중에 바나나는 아들램이 다 발라먹고 안주면 발 동동 구르고 난리 부르스여서
-1	엄마는 그냥 껍데기만 먹은슬픈이야기
0	오늘 이야기 끝
0	년 월 일 개봉동 결혼식장 참석후 오랜만에 와이프와 우리딸 다연이
0	같이간 병주
0	와이프 가방메고 다니는 남자
0	적당히 구경후 저녁은 예전 피맛골자리에 새로 세운 종로타운 지하 층에 있는 인도 요리전문점
1	에서 정말 맛나게
0	오랫만에 벗꽃 구경하러 덕수궁을 찾았다
-1	아침 일찍 찾았는데 날씨가 좋지 못했다
-1	하늘은 어두웠고 흐렸다
-1	햇볕이 없어서 추위를 느낄 정도였다
1	하지만 계절의 힘은 대단했다
1	꽃망울을 터트린 벗꽃을 보면서 기분이 환해졌다
0	꽃구경 왔는데 덤으로 박노수 그림도 미술관에서 큐레이터의 설명을 들으며 감상할 수 있었다
1	나 같은 그림맹은 그냥 그림을 보면 잘 그렸다 정도로 끝나는데큐레이터의 설명을 들으니 그림 속에 빠져 들었다
1	앞으로 자주 덕수궁을 찾아 거닐고 그림도 감상하는 시간을 가져야겠다
0	저기 보이는 서양건물은 미술관인데요 미술관 티켓은 따로 구매하셔야해요
-1	그래서인지 금토일에는 사람이 정말 많아요 차로는 육회공작소를 갔어요
1	덕수궁과 함께 다들 좋은 시간 보내시길 바래요
1	쾌청한 하늘 아래 석어당
1	곱게물들어가는 단풍
1	준명당 바로 앞엔 굉장히 멋스런 단풍나무 한 그루가 있습니다
1	완전히 물들어 붉은빛을 내고 있기에최고의 인생샷 장소 이곳은줄서서 사진을 찍는답니다
1	단풍나무 한 그루는석어당과 중화전과도 어우러집니다
1	   석조전 뒷편에서 정관헌까지 이어지는산책길은 짧지만가을을 만끽하기 충분한 공간입니다
1	하늘을 가린 단풍잎은 곱기만 하죠화창한 하늘과 어울려 더 멋졌던거 같아요
1	그리고 이 시기 여러 색의 잎들이 공존하는 모습은 자연의 마법 같기도 하구요
1	햇살에 반짝이는 단풍잎
1	이 고운 빛을 지금 놓치면 또 년을 기다려야하잖아요
1	감기도 조심하시구요
1	그리고 모두 행복하세요
1	집중력
1	아직은 조용하고
1	한산한 고궁의 정원때이른 무더위에 분수가 무지 시원했던
1	한국근대미술사를 이인성으로 하여금 다시 보게 되었고
1	또 마니 알게 되었고
1	개인적으로는여러가지 관심이 가지는 그런 전시였습니다
1	신수경 지음 아트북스지난 며칠 이인성에 대한 책 몇권 보았는데요 요거 추천
1	화가의 삶 중심으로 화가이야기와 그림으로 읽기쉽게 되있어요
1	그림도 적절히 있어서 보기좋고
1	이인성 전시에 다뤄지는 사진 그림들이 많이 들어있어요
1	사과나무나 복숭아나무를 그린 그림들도좋았어요
1	전람회에 출품해서 독특한구성과 향토색 작가의 정서를 유감없이 발휘했던 작품들
1	가족의 초상과 자화상으로사랑하는 가족과 자신의 고뇌를 적잔이 작품에 담았던작품들
1	짧은 생애에도 생각보다 많았던 작품수사진 영상자료들
1	누구보다 노력하고 노력하는 작가였다고 합니다
1	역시나 감각적이면서도 괴팍한 성격도 있지 않았을까 하는 천재화가의 일대기가 고스란이 담겨있는 소중한 전시였던것 같습니다
1	예전에는그래도자주 왔었던것 같은뎅
1	무더운 여름이지만 이날은 날이 흐려서 해가 없어 그런지 산책하기도 딱 좋고 벤치에 앉아 쉬기도 너무 좋았다
1	이날은 중국인 관광객이 무지 많았던
1	간간히 조용히 혼자 온 사람들도 보이고 아이들이 뛰어 다니던 것만 빼면 흐린 하늘도 그렇고 뭔가 차분해지고 편안하게안정되는 기분이랄까
1	조용히 옛 추억도 떠올려본다
1	도심속에 이런 궁이 있는게 참 좋다
1	언제든 와서 조용히 편안히 생각할 수 있고복잡했던 마음도 정리하고 내 자신도 돌이켜보고
1	지금 나에게 너무 필요한 시간들
1	넘 좋아라 하고
1	더불어 나무도 좋아하고 나무 냄새도 좋고 한옥 기와 돌계단 난 모두모두 좋다 덕수궁에 오면 좋은 점 한가지 더 국립현대 미술관에 올수 있다는 점
1	역시 여름이라 푸르르고 꽃도 활짝 피니 예쁘다
1	하지만 겨울에 오는 덕수궁도 넘 좋다는거 눈오는 날은 꼭 덕수궁에 가야징 파노라마 사진으로 찍어봤다
1	멋진데
1	이거 좋다고 해야하나 누구든지 편안히 쉽게 오고갈수 있다는 점에서는 참 착한 관람요금인뎅
1	아무튼 좋음 덕수궁 내 카페 돌담길 내가 요런 분위기를 좋아해서 그런가 몰라도
1	완전 완전 맘에 듦
1	와플 좋아했더라면 대박 외치며 달려갔을텐뎅
1	여기 와플이 글케 맛있다니
1	아시아나 클럽 회원이면 무료였다
1	평소 접해보지 않은 체코 미술이라 작가들도 그리고 작품들도 생소했지만 나의 안목을 넓혀주었다고 생각한다
1	여기는 야외 행사 시 사용했다는 곳인데 오늘에서야 처음 본 곳이었다
1	새로운 대발견 아직은 나뭇가지가 휑한데 또한 휑한만큼 나름의 운치가 있는듯 하다
1	화려한 은행잎들은 없지만 뭔가의 강렬함이 있다고 해야할까계단식으로 되어 있는 담장
1	여기서 인물 사진을 찍고 있는 분들이 계셨는데 배경이 나름 인물 사진찍기에 괜찮을듯 휑한 나무들의 모습
1	덕수궁 나들이 후 시청역 가는 길에 만난 씨앗 호떡 개 천원이라 약간 비싼 편이지만 한번쯤 맛보기에 좋다
1	고궁의 가을은 월말 월 일경에 가장 단풍절정이라고 소식이 있었는데올해는 월 둘째주가 가장 예뻤던거 같아요
1	아마도 비오고 다음주가 지나면 낙엽들이 떨어지겠죠
1	경복궁 경회루 특별관람 경복궁은 정말 이 가을이 끝나기전에 가을에 아름다운 곳이죠
1	저도 가을이 다가기전에 한번더 가고 싶답니다
1	특히 여름이 경회루가 정말 시원하고 좋다고 하네요
1	 수정전 앞에서 경복궁을 바라보곤 했었는데경회루 안에서 수정전을 바라보니 느낌이 색다르더라구요
1	그리고 남은 시간 짧게 경복궁의 가을을 만난것도 큰 즐거움이었죠
1	이것도 추억이지 않을까 싶어요
1	나름 비오는 날도 운치있고 좋더라구요
1	특히 덕수궁의 수문장 교대식은 정말 신기하고 멋있었어요
1	그리고 예약을 통해서 해설사와 함께 이동할 수 있는 석조전 대한제국역사관 예약도 명이 제한이라서 치열하긴해요
1	그리고 완전히 단풍의 절정시기는 아니였지만 오래간만에 찾은 덕수궁 나들이는 정말 기억에 남을듯 해요
1	오늘 무한도전에서도 덕수궁 투어를 하던데저도 조만간 야간에 다시 한번 찾을까해요
1	너무 춥지도 않고 날씨도 맑고
1	이곳은 조만간 또 갈꺼랍니다
1	 정말 제대로 찾아온 가을단풍 작년엔 창덕궁에 왔더니 우수수 떨어진 낙엽만 볼 수 있어서 아쉬웠는데이번에는 다행이 떨어지기 전에 만나서 너무 좋았답니다
1	시간이 되시는 분들은 일찍 가셔서 창덕궁을 다 둘러보시고 후원을 보고 나오시면 좋을듯 해요
1	아름답다 라는 말을 얼마나 많이 했는지
1	이래서 창덕궁 후원관람이 인기였다는 것을 알 수 있겠더라구요
1	가을에는 정말 여행이나 나들이를 하기 좋은 날씨죠
1	그중에서도 고궁과 가을이라는 이름은 정말 잘 어울리는거 같아요
1	함께 해주셔서 감사합니다
1	아 정말 이쁘다
1	청단풍과도 잘 어우러지는 잔디 버니 은행이 반긴다며 잔디버니와 어떤 것도 색 조화를 이루지 않을 수가 없다
1	잔디버니와 수박곰 은근히 색조화가 맞다며
1	그러나 다시 한 바퀴 더 돌게 되고 개인적으로 제일 좋아하는 사진
1	단풍 그래도 잘 어울린다며
1	국화꽃 향기도 가득한 덕수궁 미술관 앞에서
1	그래도 아름답다며
1	아 이 잎 색깔 너무 이뻤다
1	잔디버니와 최고로 잘 어울림
1	아 난 이런 화려한 색감들이 너무 좋아
1	잔디 버니가 딱 크기가 적당한 것 같아
1	시원스레 뚫린 도심길을 여유있게 차를 가지고 달려보았다
1	덕수궁 미술관에서 이중섭전을 보고궁안을 산책하듯 천천히 돌아보았다
1	저녁까지 오빠집에서 먹고 와 오늘은 손에 물 안묻히고 지낸 추석 명절 날이다
1	정말 많은  기능을 가지고 있죠
1	어떤 느낌인지 아시겠죠 토이카메라나 미니어처 같은 경우는 풍경사진 찍을 때 이용하면 색다른 느낌의 사진을 건질 수 있어요
1	제가 갔을 때 아주 한창이었거든요
1	햇살이 얼마나 따스하고 좋던지
1	덕수궁 돌담길 거닐만 하더라구요
1	여기서도 니콘  을 챙겨 갔는데요특수효과를 이용한 사진들을 한번 찍어봤어요
1	고선명으로 찍은 사진이에요
1	그리고 이건 미니어처 효과약간 신비스러운 느낌도 나구요 이건  페인팅 효과에요
1	와 완연한 봄 냄새가 물신 풍기네요
1	전 개인적으로 이 느낌 사진이 참 재미있네요
1	컬러스케치 정말 켄버스 위에 그린 그림같아요
1	이 세상 맛이 아니긔 수요미식회에서 극찬한 이유가 있었뜸잘 익은 대파가 너무 맛있고
1	가슴살도 퍽퍽하지 않고 너무너무 맛있어요 전 반해보림
1	개인적으로 닭고기보다 이 쫄면사리가 더 맛있는거 같았어요 그 정도이뮤 존맛탱
1	제가 여태까지 먹어본 닭볶음탕으로 소나무집 풍년 닭도리 이렇게가 쵝오쵝오 덕수궁나들이하고 꼭꼭 드셔보세여 서울시청 근처 직장인들이 줄 서는 이유를 알아뚬
1	완전 강추합니다
1	그런데 잘 다녀온 것 같아요
1	지난 주엔 날씨가 꽤 좋아서 조이랑 덕수궁에 다녀왔어요
1	덕수궁 오랜만에 걸으니 좋더라구요
1	작은 궁이라서 아이 데리고 산책하기 좋은 곳
1	화창한 가을엔 서울 안의 궁에 놀러가는 거 좋아요
1	가을엔 역시 니트가 예쁘잖아요
1	하나만 걸쳐도 예쁘고 아우터랑도 잘 어울리고요
1	루즈해서 안에 이너를 입어주는 게 좋아요
-1	바람불고 추운 날씨에 멀리 가기는 심난하고
-1	나왔으니 다시 뒤 돌아가기는 아쉽고
-1	한여름인 만큼 넘 더웠던 돌담길
-1	보수공사 중인 곳도 있었지만 덕수궁을 둘러보는 건 전혀 문제가 없었답니다
-1	제 탄 덕수궁 나들이 덕수궁 입장료 원이날 완전 추웠는데
-1	이날의 추위가 다시 느껴지는 것 같아요 궁투어를 하며 생각나는건 왜 드므
-1	밖에 없는건지
-1	대한문의 원래 명칭은 대안문으로 년 경운궁 화재시 피해를 입지는 않았습니다
-1	세계명화에 익숙하지만 오히려 한국화가에 대해서는가까이 다가가지 않았었구나
-1	사진그림 들이 사진이 작고 도판이 아쉽지만이번전시에서 거의 다 만날수 있어요
-1	묵직한 느낌이들었었습니다
-1	덕수궁매일 종로에 왔다갔다하면서도 시청근처 쪽으로는 별로 갈일이 없어서 한참 뜸했던 덕수궁
-1	오랜만에 추억 돋는 덕수궁 나들이 항상 이 앞은 지나다닐때마다 사람들로 북적북적 외국인 관광객도 많고 우리나라 사람들도 꼭 여기서 저 사람들이랑 사진 찍더라능
-1	근데 아쉽게도 이날은 다음 전시 준비 중이란다
-1	내가 기술이 부족했나보다
-1	덩굴 사이 벤치에서 잠시 생각에 잠기기
-1	가 아니고힘들어서 앉음
-1	살짝 후회 중
-1	나름 멋은 있지만 나는 역시 필터는 그다지 별로인듯
-1	아마도 가을이 되기전에 이 많은 포스팅을 다 끝내지 못할듯하여 예고편으로 미리 소식전해요
-1	이날은 날이 좀 흐리고 비가 와서 포기할까 했는데안갔으면 후회할뻔 했어요
-1	이번주에 한번더 가는데 왠지 많이 떨어졌을꺼 같네요
-1	전 시 관람 예약이었는데 보고나서 창덕궁을 둘러보려니 빠듯하더라구요
-1	아무래도 단체로 움직이다보니 사진찍기가 다소 어렵긴 했거든요
-1	몸은 좀 힘들었지만 후회는 없는듯
-1	아무도 찍어줄 사람이 없었다
-1	잘 안서는게 문제
-1	어두컴컴
-1	흐려서
-1	사실 수박곰을 오랜만에 데리고 나왔는데 정작 수박곰 사진은 거의 찍지를 않았다
-1	아주 작게
-1	고향가는 길이 많이 막히고 고속도로 곳곳이 정체인데여기에도 많은 사람들이 추석 명절을 가족끼리 즐기고 있었다
-1	자전거를 빌려탈까 했는데 오늘은 쉬는 날이여서 계획대로 못하고시원한 그늘을 찾아 천호대교 밑으로
-1	하
-1	한바탕 시원스레 비 나 내렸음하는 날 이다
-1	기존에 갖고있던  하도 안써서 렌즈에 곰팡이 쓸게 생겼다는
-1	지금은 벚꽃이 다 지고 없겠네요
-1	이 사진이 그냥 아무 효과도 내지 않는 순수 사진이에요
-1	전혀 사진같지가 않죠
-1	이렇게 시간 맞추기도 힘든데
-1	인기맛집답게 실내는 손님으로 한가득 테이블간격이 좀 좁아서 불편했지만 이 또한 맛을 보면 마음이 스르륵 녹아여
-1	아고 오늘 아침은 미세먼지로 깜깜한 아침이네요
-1	온종일 이러진 않겠지요빨리 미세먼지 사라지고 햇님이 빤짝했으면 참 좋겠어요
-1	오늘은 밖에 나가기가 사실 겁이 나네요
-1	사실 오늘 롯데백화점 쇼핑하러 가기로 약속했는데 비오는바람에 물거품이 되서영락없이 방콕신세
-1	오후에 비 그치면 주전부리라도 하러 나가고 싶은데 비가 그칠 기미가 안 보이네요
-1	심지어 덥기 까지 했다는
-1	비오는 날은 외출이 힘들어서 정말 별로지 않나요
-1	신기하고 망국의 역사를 아니 마음도 아프고
-1	부끄럽지만 석조전에 대해 몰랐을 땐 그냥 지은 건물인줄 알았는데
-1	아픈 역사를 품고 있는 곳
-1	대한문앞의 수문장아저씨가 무서운 주한이
-1	문제는 우후죽순 너도나도 생각없이 오기만 해서 그렇지
-1	덕수궁만이 주는 아련함이랄까
-1	마음이 아프네요
-1	이 궁궐이 왜 애잔한지도 모르겠지요
-1	걱정입니다
-1	그 안에는 고종황제를 가장 괴롭힌 흔적이 남아있는 것 같아요
-1	정동길을 돌아 시립미술관을 들러 돌아오는 길은 너무너무 피곤했어요
-1	요즘 체력이 저질인지라
-1	아직은 어렵기만한 
-1	덕수궁의 정전인 중화전은 다른 궁궐에 비해 그 규모나 외형이 작은 편입니다
-1	내부는 사진촬영이 안되는 관계로 따로 사진은 없습니다
-1	낭패다 암튼
-1	신랑이랑 연애할때나 와서 뭐 이런거 제대로 보지도 않았겠죠 
-1	이날은 일정이 있어서 내부 관람을 못했지만 내부 관람도 가능한 곳이더라구요
-1	요즘 퇴근이 늦고 가끔 주말도 출근하는 아빠덕에 덕수궁 다녀왔답니다 주말이라 사람들이 북적북적
-1	남편 욕하는건데
-1	아주 가관이었습니다
-1	저에게는 어려웠어요
-1	저희는 뭐 별거 없어요 멋진 옛 건물들을 찾아다니머 구경하고 사진찍고 인스타 올리고 끝
-1	다리가 아파서 더 이상의 관람은 포기
-1	도원군은 세자로 책봉되었으나 세에 죽었다
-1	조선 시대 궁궐 가운데 가장 규모가 작으며 개인 저택을 궁궐로 개축하였기 때문에 전각 배치도 정연하지 못하다
-1	도원군은 세자로 책봉되었으나 세에 죽었다
-1	결코 저렴하지 않은 가격이야
-1	 그런 거 필요 없는데요
-1	집에 와서는 저녁 준비해서 먹고 대청소 오늘은 불면증에 시달렸다
-1	오늘 안풀려도 너무 안풀림
-1	파란 하늘마저도 괘씸해보여서 우중충하게 만들어놨음
-1	컨디션 난조 빡투
